ion,mass,Intensities
,11847.587005,0.072038
,11848.589573,0.118011
,11849.592109,0.150503
,11850.594619,0.158798
,11851.597107,0.143964
,11852.599576,0.115063
,11853.602029,0.082595
,11854.604468,0.053997
,11855.606894,0.032503
,11856.609309,0.018172
,11857.611713,0.009503
,11858.614108,0.004677
,11859.616495,0.002176
a37-G,11829.586816,0.0068299
,11830.589481,0.030649
,11831.59209,0.072188
,11832.594659,0.118208
,11833.597195,0.150676
,11834.599705,0.158884
,11835.602193,0.143944
,11836.604663,0.114961
,11837.607116,0.082456
,11838.609555,0.053861
,11839.611981,0.032392
,11840.614396,0.018093
,11841.616801,0.009453
,11842.619197,0.004647
,11843.621584,0.00216
a38,12285.677512,0.0055788
,12286.680167,0.026077
,12287.68277,0.063825
,12288.685334,0.108419
,12289.687867,0.143162
,12290.690374,0.156207
,12291.692861,0.146297
,12292.695329,0.120689
,12293.697781,0.089351
,12294.70022,0.060208
,12295.702646,0.037332
,12296.70506,0.021488
,12297.707465,0.011564
,12298.709861,0.005854
,12299.712248,0.002801
a38+CMCT,12536.877275,0.004716
,12537.879941,0.022831
,12538.882558,0.057703
,12539.885136,0.100989
,12540.887684,0.137147
,12541.890207,0.153675
,12542.892708,0.14762
,12543.895191,0.124772
,12544.897658,0.094556
,12545.900111,0.065166
,12546.902551,0.041296
,12547.904979,0.024278
,12548.907398,0.013337
,12549.909807,0.006887
,12550.912207,0.00336
,12551.914599,0.001556
a38+CMCT-A,12401.82278,0.0050732
,12402.825459,0.024188
,12403.828086,0.060288
,12404.830674,0.10416
,12405.83323,0.139753
,12406.835759,0.154817
,12407.838267,0.147112
,12408.840756,0.123062
,12409.843228,0.092339
,12410.845686,0.063033
,12411.84813,0.039578
,12412.850563,0.023061
,12413.852986,0.012559
,12414.855399,0.006432
,12415.857803,0.003113
,12416.860199,0.00143
a38+CMCT-G,12385.827865,0.0050856
,12386.830544,0.024245
,12387.833172,0.060415
,12388.835759,0.10434
,12389.838315,0.139929
,12390.840845,0.154926
,12391.843353,0.147124
,12392.845842,0.122987
,12393.848315,0.092214
,12394.850773,0.062898
,12395.853218,0.039461
,12396.855651,0.022973
,12397.858074,0.0125
,12398.860487,0.006395
,12399.862892,0.003092
a38-A,12150.623017,0.0060014
,12151.625685,0.027612
,12152.628299,0.06662
,12153.630872,0.111679
,12154.633413,0.145657
,12155.635927,0.157089
,12156.63842,0.145508
,12157.640894,0.118781
,12158.643351,0.087057
,12159.645795,0.058097
,12160.648225,0.035688
,12161.650644,0.020358
,12162.653053,0.010861
,12163.655453,0.005451
,12164.657844,0.002587
a38-G,12134.628103,0.006016
,12135.630771,0.027677
,12136.633384,0.06676
,12137.635957,0.111869
,12138.638498,0.145832
,12139.641013,0.157186
,12140.643506,0.145503
,12141.64598,0.118692
,12142.648438,0.086925
,12143.650882,0.057961
,12144.653313,0.035574
,12145.655732,0.020274
,12146.658141,0.010806
,12147.660541,0.005418
,12148.662932,0.002569
c01,345.047435,0.8649908
,346.049958,0.113585
,347.051938,0.019366
,348.054276,0.001889
c01+CMCT,596.247197,0.7312164
,597.249983,0.217989
,598.252384,0.043441
,599.25479,0.006496
c01+CMCT-G,445.197787,0.788518
,446.200892,0.176939
,447.203252,0.030297
,448.205782,0.003831
c01-G,193.998025,0.9327755
,195.001073,0.057127
,196.002467,0.012981
c02,690.094869,0.748209
,691.097393,0.1965
,692.099524,0.046404
,693.101817,0.007668
c02+CMCT,941.294632,0.6324955
,942.297338,0.271614
,943.299732,0.076497
,944.302117,0.016156
,945.30445,0.002814
c02+CMCT-G,790.245222,0.6820608
,791.248112,0.242614
,792.250502,0.061574
,793.252954,0.011671
c02-G,539.04546,0.8068422
,540.04826,0.152414
,541.050216,0.035219
,542.052701,0.004837
c03,996.120172,0.6599175
,997.122833,0.245716
,998.125049,0.07441
,999.127402,0.016348
,1000.129636,0.003106
c03+CMCT,1247.319934,0.5578586
,1248.322698,0.300768
,1249.325133,0.105983
,1250.327554,0.027998
,1251.329918,0.006112
c03+CMCT-G,1096.270524,0.601575
,1097.273438,0.279987
,1098.275871,0.090973
,1099.278345,0.022124
,1100.280729,0.004498
c03-G,845.070762,0.7116317
,846.073632,0.212506
,847.075745,0.061412
,848.078217,0.012018
c04,1301.161459,0.5812693
,1302.164152,0.282176
,1303.166446,0.101784
,1304.168815,0.027241
,1305.171095,0.006184
c04+CMCT,1552.361221,0.4913736
,1553.363991,0.3205
,1554.366458,0.13326
,1555.368896,0.041468
,1556.371279,0.010627
,1557.373639,0.00234
c04+CMCT-G,1401.311811,0.52988
,1402.314703,0.306551
,1403.317178,0.118748
,1404.319657,0.034497
,1405.322059,0.008326
c04-G,1150.112049,0.6268203
,1151.114899,0.258077
,1152.117144,0.087948
,1153.119586,0.021623
,1154.12186,0.00463
c05,1607.186761,0.5126773
,1608.189509,0.305127
,1609.191869,0.128318
,1610.19427,0.040338
,1611.196592,0.010655
,1612.198912,0.002429
c05+CMCT,1858.386523,0.4333896
,1859.389325,0.33023
,1860.391829,0.15805
,1861.394294,0.056518
,1862.396703,0.016609
,1863.399086,0.004191
c05+CMCT-G,1707.337113,0.4673521
,1708.340021,0.321653
,1709.342536,0.144645
,1710.345036,0.048762
,1711.347463,0.013607
,1712.349868,0.00327
c05-G,1456.137351,0.5528531
,1457.140231,0.28828
,1458.142564,0.114663
,1459.145019,0.033657
,1460.147344,0.00844
c06,1952.234196,0.4434611
,1953.236903,0.322165
,1954.239302,0.15558
,1955.241698,0.056345
,1956.244036,0.016953
,1957.24636,0.004398
c06+CMCT,2203.433958,0.374878
,2204.436719,0.334872
,2205.439231,0.182614
,2206.441692,0.074053
,2207.444104,0.02455
,2208.446487,0.006971
c06+CMCT-G,2052.384548,0.4042553
,2053.387394,0.331311
,2054.389924,0.170702
,2055.392414,0.06572
,2056.394843,0.020803
,2057.397245,0.005656
c06-G,1801.184786,0.4782128
,1802.187594,0.312155
,1803.189989,0.142633
,1804.192422,0.048764
,1805.194771,0.013989
,1806.197116,0.003465
c07,2297.28163,0.3835897
,2298.28431,0.32904
,2299.286733,0.179756
,2300.289131,0.073486
,2301.29148,0.024767
,2302.29381,0.00718
c07+CMCT,2548.481393,0.324266
,2549.484123,0.332242
,2550.48664,0.203255
,2551.489101,0.091991
,2552.491515,0.033884
,2553.4939,0.010664
,2554.496262,0.002957
c07+CMCT-G,2397.431983,0.3496771
,2398.434784,0.332498
,2399.437322,0.193116
,2400.439807,0.083416
,2401.442239,0.029464
,2402.444641,0.008917
,2403.447018,0.002383
c07-G,2146.232221,0.4136497
,2147.234981,0.324329
,2148.237413,0.168094
,2149.239838,0.06533
,2150.242201,0.021079
,2151.244548,0.005863
c08,2642.329065,0.3318016
,2643.331724,0.328186
,2644.334164,0.20029
,2645.336567,0.091079
,2646.338925,0.033943
,2647.341261,0.010852
,2648.343577,0.003067
c08+CMCT,2893.528828,0.2804871
,2894.531534,0.324218
,2895.534055,0.219831
,2896.536517,0.109705
,2897.538933,0.044381
,2898.541321,0.015303
,2899.543686,0.004641
c08+CMCT-G,2742.479418,0.3024674
,2743.482185,0.327326
,2744.484728,0.211582
,2745.487211,0.101189
,2746.489645,0.039393
,2747.492048,0.013106
,2748.494427,0.003843
c08-G,2491.279655,0.3578031
,2492.282382,0.327526
,2493.284836,0.190249
,2494.287261,0.082665
,2495.289634,0.029597
,2496.291985,0.009114
,2497.294314,0.002487
c09,2947.370352,0.2922579
,2948.373025,0.322129
,2949.375492,0.21503
,2950.377913,0.106556
,2951.380291,0.043114
,2952.382644,0.014936
,2953.384976,0.004568
c09+CMCT,3198.570114,0.247059
,3199.572829,0.313522
,3200.575367,0.230932
,3201.577844,0.124756
,3202.580275,0.054499
,3203.582676,0.020259
,3204.585053,0.006616
,3205.587413,0.001939
c09+CMCT-G,3047.520704,0.2664197
,3048.523475,0.318449
,3049.526035,0.224368
,3050.528532,0.116524
,3051.530979,0.049118
,3052.533395,0.017662
,3053.535785,0.00559
c09-G,2796.320942,0.3151606
,2797.323677,0.324138
,2798.32616,0.206583
,2799.328602,0.098174
,2800.330994,0.038272
,2801.333361,0.012807
,2802.335705,0.003791
c10,3292.417787,0.2528004
,3293.420444,0.311835
,3294.42292,0.228247
,3295.425346,0.123384
,3296.42773,0.054223
,3297.430088,0.02035
,3298.432426,0.006728
,3299.434747,0.002001
c10+CMCT,3543.617549,0.2137038
,3544.620246,0.299255
,3545.622785,0.24015
,3546.625262,0.140681
,3547.627696,0.066421
,3548.630099,0.026627
,3549.63248,0.009362
,3550.634842,0.00295
c10+CMCT-G,3392.568139,0.2304506
,3393.570885,0.305717
,3394.573446,0.235406
,3395.575942,0.132947
,3396.578391,0.060717
,3397.580809,0.023599
,3398.583201,0.008058
,3399.585574,0.00247
c10-G,3141.368377,0.272611
,3142.371088,0.316174
,3143.373582,0.221613
,3144.376026,0.115257
,3145.378425,0.048927
,3146.380796,0.01778
,3147.383145,0.005703
c11,3597.459073,0.2226719
,3598.461742,0.299856
,3599.464239,0.236618
,3600.466681,0.137379
,3601.469082,0.064656
,3602.471455,0.02594
,3603.473806,0.009155
,3604.476141,0.002903
c11+CMCT,3848.658836,0.1882348
,3849.66154,0.284881
,3850.664094,0.245152
,3851.666584,0.153514
,3852.66903,0.07731
,3853.671446,0.033009
,3854.673837,0.012347
,3855.67621,0.004136
c11+CMCT-G,3697.609426,0.2029858
,3698.612176,0.29224
,3699.614751,0.241916
,3700.617259,0.146371
,3701.619721,0.071444
,3702.622149,0.029629
,3703.624553,0.010783
,3704.626936,0.003519
c11-G,3446.409664,0.2401215
,3447.412382,0.305652
,3448.414897,0.231559
,3449.417358,0.129668
,3450.419772,0.059073
,3451.422157,0.022994
,3452.42452,0.007888
,3453.426865,0.002435
c12,3926.511593,0.193078
,3927.514249,0.285284
,3928.516752,0.243129
,3929.519199,0.151626
,3930.521605,0.07635
,3931.523984,0.032686
,3932.526341,0.012285
,3933.528681,0.004143
c12+CMCT,4177.711356,0.1632177
,4178.714046,0.26839
,4179.7166,0.248223
,4180.719091,0.166265
,4181.721541,0.089273
,4182.72396,0.040548
,4183.726355,0.016106
,4184.728731,0.005722
,4185.731092,0.001848
c12+CMCT-A,4042.656861,0.1755808
,4043.659592,0.275841
,4044.662166,0.24638
,4045.664674,0.16013
,4046.667136,0.083698
,4047.669567,0.037092
,4048.671972,0.014401
,4049.674358,0.005008
c12+CMCT-G,4026.661946,0.1760082
,4027.664677,0.276446
,4028.667252,0.246512
,4029.669761,0.159858
,4030.672225,0.083333
,4031.674656,0.036822
,4032.677063,0.014251
,4033.67945,0.004939
c12-A,3791.457098,0.2077029
,3792.459799,0.29166
,3793.462319,0.239664
,3794.464782,0.144836
,3795.467201,0.070932
,3796.46959,0.029607
,3797.471957,0.010871
,3798.474307,0.003586
c12-G,3775.462184,0.2082085
,3776.464884,0.29229
,3777.467406,0.239708
,3778.469869,0.144496
,3779.472289,0.070556
,3780.47468,0.029355
,3781.477048,0.010741
,3782.479398,0.00353
c13,4271.559028,0.1670107
,4272.561673,0.268699
,4273.56418,0.246448
,4274.56663,0.16466
,4275.569041,0.088547
,4276.571424,0.040396
,4277.573785,0.016153
,4278.57613,0.005787
,4279.57846,0.001888
c13+CMCT,4522.758791,0.1411818
,4523.761468,0.250694
,4524.764021,0.248357
,4525.766514,0.177518
,4526.768965,0.10145
,4527.771386,0.048954
,4528.773784,0.020629
,4529.776162,0.007767
,4530.778526,0.002656
c13+CMCT-A,4387.704295,0.1518758
,4388.707011,0.258544
,4389.709583,0.247848
,4390.712091,0.17217
,4391.714555,0.095911
,4392.716987,0.04521
,4393.719395,0.018642
,4394.721783,0.006877
,4395.724154,0.002306
c13+CMCT-G,4371.709381,0.1522455
,4372.712096,0.259115
,4373.714669,0.248039
,4374.717178,0.171961
,4375.719643,0.095568
,4376.722076,0.04493
,4377.724485,0.018474
,4378.726874,0.006794
,4379.729246,0.002271
c13-A,4136.504533,0.1796611
,4137.507218,0.275875
,4138.509743,0.244458
,4139.512208,0.158545
,4140.514631,0.083037
,4141.517024,0.03698
,4142.519396,0.014461
,4143.521749,0.005074
c13-G,4120.509618,0.1800985
,4121.512303,0.276478
,4122.514829,0.244577
,4123.517295,0.158269
,4124.519719,0.082675
,4125.522113,0.036713
,4126.524485,0.014312
,4127.52684,0.005005
c14,4576.600315,0.1471066
,4577.60297,0.253314
,4578.605492,0.246823
,4579.607956,0.174644
,4580.610379,0.099244
,4581.612775,0.047773
,4582.615148,0.020134
,4583.617504,0.007596
,4584.619845,0.002607
c14+CMCT,4827.800077,0.1243559
,4828.802762,0.234881
,4829.805327,0.24625
,4830.80783,0.185797
,4831.810292,0.111892
,4832.812724,0.056826
,4833.815131,0.02518
,4834.81752,0.009961
,4835.819892,0.003576
c14+CMCT-A,4692.745582,0.1337754
,4693.748303,0.242861
,4694.750886,0.246775
,4695.753405,0.181193
,4696.755879,0.106485
,4697.758322,0.052882
,4698.760739,0.022949
,4699.763136,0.008902
,4700.765517,0.003138
c14+CMCT-G,4676.750668,0.1341011
,4677.753388,0.243401
,4678.755972,0.247007
,4679.758492,0.181039
,4680.760967,0.106167
,4681.76341,0.052598
,4682.765828,0.022767
,4683.768226,0.008807
,4684.770608,0.003095
c14-A,4441.54582,0.1582493
,4442.548513,0.260895
,4443.551052,0.24601
,4444.553531,0.169207
,4445.555967,0.093759
,4446.558373,0.044105
,4447.560755,0.018195
,4448.56312,0.006729
,4449.565469,0.002266
c14-G,4425.550905,0.1586345
,4426.553598,0.26147
,4427.556138,0.246183
,4428.558618,0.168987
,4429.561054,0.093417
,4430.563461,0.043829
,4431.565845,0.018031
,4432.56821,0.006648
,4433.57056,0.002232
c15,4921.64775,0.1272458
,4922.650395,0.235824
,4923.652919,0.245121
,4924.655385,0.184284
,4925.657813,0.110967
,4926.660212,0.056493
,4927.662589,0.025142
,4928.664949,0.010006
,4929.667294,0.003619
c15+CMCT,5172.847512,0.1075667
,5173.850186,0.217295
,5174.852749,0.242091
,5175.855254,0.193467
,5176.857717,0.123124
,5177.86015,0.065971
,5178.86256,0.030801
,5179.864951,0.012825
,5180.867325,0.004843
,5181.869687,0.001679
c15+CMCT-A,5037.793017,0.1157145
,5038.795724,0.225268
,5039.798306,0.243634
,5040.800824,0.189716
,5041.8033,0.117952
,5042.805744,0.061859
,5043.808163,0.02831
,5044.810562,0.011569
,5045.812944,0.004292
c15+CMCT-G,5021.798102,0.1159962
,5022.800809,0.225772
,5023.803391,0.243902
,5024.805911,0.18962
,5025.808387,0.117665
,5026.810832,0.061574
,5027.813252,0.028114
,5028.815652,0.01146
,5029.818035,0.00424
c15-A,4786.593254,0.1368842
,4787.595935,0.243647
,4788.598476,0.245495
,4789.600957,0.179657
,4790.603396,0.105606
,4791.605805,0.052592
,4792.608191,0.022932
,4793.610559,0.008953
,4794.612912,0.00318
c15-G,4770.59834,0.1372174
,4771.60102,0.244188
,4772.603562,0.245717
,4773.606043,0.179498
,4774.608483,0.10529
,4775.610893,0.05231
,4776.61328,0.022752
,4777.615649,0.008858
,4778.618002,0.003137
c16,5227.673052,0.1122303
,5228.675717,0.220309
,5229.67826,0.241476
,5230.680745,0.191038
,5231.683189,0.120877
,5232.685604,0.064597
,5233.687996,0.030156
,5234.69037,0.01258
,5235.692728,0.004767
c16+CMCT,5478.872814,0.0948735
,5479.875505,0.202063
,5480.878085,0.236631
,5481.880605,0.198451
,5482.883083,0.132394
,5483.88553,0.074302
,5484.887953,0.036314
,5485.890356,0.015821
,5486.892743,0.006248
,5487.895116,0.002265
c16+CMCT-A,5343.818319,0.1020597
,5344.821042,0.209883
,5345.82364,0.23892
,5346.826174,0.195461
,5347.828664,0.127513
,5348.831121,0.070107
,5349.833553,0.033613
,5350.835965,0.014383
,5351.838359,0.005584
,5352.840739,0.001992
c16+CMCT-G,5327.823405,0.1023082
,5328.826127,0.210355
,5329.828725,0.239211
,5330.83126,0.195413
,5331.833751,0.127257
,5332.836209,0.069827
,5333.838642,0.033407
,5334.841054,0.014261
,5335.84345,0.005524
,5336.84583,0.001965
c16-A,5092.618557,0.1207313
,5093.621255,0.228142
,5094.623816,0.24275
,5095.626315,0.187161
,5096.62877,0.115723
,5097.631195,0.060551
,5098.633596,0.027717
,5099.635978,0.011352
,5100.638344,0.004228
c16-G,5076.623642,0.1210252
,5077.62634,0.228651
,5078.628902,0.243005
,5079.631401,0.187053
,5080.633858,0.115434
,5081.636283,0.060269
,5082.638685,0.027525
,5083.641067,0.011245
,5084.643434,0.004177
c17,5532.714339,0.0988549
,5533.717011,0.205234
,5534.719566,0.236646
,5535.722061,0.196433
,5536.724516,0.130175
,5537.726942,0.072766
,5538.729344,0.035495
,5539.731727,0.015461
,5540.734094,0.006114
,5541.736449,0.002222
c17+CMCT,5783.914101,0.0835665
,5784.916797,0.187433
,5785.919386,0.230251
,5786.921915,0.202127
,5787.924402,0.14094
,5788.926858,0.082583
,5789.929289,0.042103
,5790.931701,0.019121
,5791.934096,0.007868
,5792.936476,0.002971
c17+CMCT-A,5648.859606,0.0898964
,5649.862332,0.195037
,5650.864939,0.233175
,5651.867482,0.199872
,5652.86998,0.136398
,5653.872446,0.078352
,5654.874887,0.039215
,5655.877306,0.017503
,5656.879709,0.007084
,5657.882096,0.002633
c17+CMCT-G,5632.864691,0.0901152
,5633.867417,0.195477
,5634.870024,0.233483
,5635.872568,0.199867
,5636.875068,0.136173
,5637.877534,0.07808
,5638.879975,0.039
,5639.882396,0.01737
,5640.884799,0.007015
,5641.887187,0.002601
c17-A,5397.659844,0.1063427
,5398.662548,0.21298
,5399.66512,0.2387
,5400.667629,0.193298
,5401.670095,0.125286
,5402.67253,0.068622
,5403.674941,0.032847
,5404.677332,0.014056
,5405.679707,0.005465
,5406.682068,0.001955
c17-G,5381.664929,0.1066016
,5382.667633,0.213458
,5383.670205,0.23898
,5384.672715,0.193238
,5385.675182,0.125026
,5386.677618,0.068344
,5387.680029,0.032644
,5388.682421,0.013937
,5389.684797,0.005406
,5390.687158,0.001929
c18,5861.766859,0.0857167
,5862.769522,0.189181
,5863.772077,0.230234
,5864.774574,0.200965
,5865.777032,0.139691
,5866.779461,0.081751
,5867.781866,0.04169
,5868.784253,0.018962
,5869.786624,0.007822
,5870.788982,0.002964
c18+CMCT,6112.966621,0.0724603
,6113.969308,0.17201
,6114.971894,0.222399
,6115.974423,0.204839
,6116.976912,0.149527
,6117.97937,0.091572
,6118.981803,0.048731
,6119.984217,0.023077
,6120.986615,0.009893
,6121.988998,0.003889
c18+CMCT-A,5977.912126,0.0779488
,5978.914841,0.179322
,5979.917445,0.225909
,5980.919987,0.203359
,5981.922487,0.145398
,5982.924955,0.087354
,5983.927397,0.045664
,5984.929819,0.021264
,5985.932224,0.008971
,5986.934613,0.003473
c18+CMCT-G,5961.917211,0.0781386
,5962.919926,0.179729
,5963.92253,0.226229
,5964.925074,0.203398
,5965.927574,0.145209
,5966.930042,0.087093
,5967.932486,0.045443
,5968.934908,0.021119
,5969.937313,0.008892
,5970.939704,0.003435
c18-A,5726.712364,0.0922094
,5727.715056,0.196747
,5728.717628,0.233026
,5729.720139,0.198629
,5730.722608,0.135146
,5731.725046,0.077552
,5732.727459,0.038832
,5733.729854,0.017362
,5734.732232,0.007046
,5735.734597,0.002629
c18-G,5710.717449,0.0924339
,5711.720142,0.197191
,5712.722714,0.233328
,5713.725225,0.198618
,5714.727695,0.134919
,5715.730133,0.077281
,5716.732548,0.03862
,5717.734943,0.01723
,5718.737322,0.006978
,5719.739687,0.002597
c19,6190.819379,0.0743246
,6191.822034,0.173769
,6192.824589,0.22262
,6193.827088,0.203864
,6194.829548,0.148316
,6195.83198,0.090688
,6196.834388,0.048255
,6197.836778,0.022876
,6198.839153,0.009827
,6199.841514,0.003874
c19+CMCT,6442.019141,0.06283
,6443.021819,0.157375
,6444.024404,0.213644
,6445.026933,0.206009
,6446.029423,0.157116
,6447.031882,0.100374
,6448.034318,0.055654
,6449.036734,0.027433
,6450.039134,0.012231
,6451.04152,0.004997
,6452.043893,0.001889
c19+CMCT-A,6306.964646,0.0675892
,6307.96735,0.164339
,6308.969952,0.217614
,6309.972494,0.205262
,6310.974995,0.153442
,6311.977464,0.096229
,6312.979909,0.05244
,6313.982333,0.025431
,6314.984739,0.011164
,6315.987132,0.004494
,6316.989511,0.001675
c19+CMCT-G,6290.969732,0.0677537
,6291.972435,0.164713
,6292.975037,0.217941
,6293.97758,0.20534
,6294.980082,0.153289
,6295.982552,0.095982
,6296.984997,0.052216
,6297.987421,0.025275
,6298.989829,0.011074
,6299.992222,0.004449
,6300.994602,0.001655
c19-A,6055.764884,0.0799544
,6056.767567,0.181067
,6057.770138,0.226014
,6058.77265,0.202298
,6059.775121,0.144172
,6060.777562,0.086496
,6061.779979,0.045217
,6062.782376,0.021082
,6063.784758,0.008914
,6064.787125,0.003462
c19-G,6039.769969,0.0801491
,6040.772652,0.181478
,6041.775223,0.22633
,6042.777736,0.202331
,6043.780208,0.14398
,6044.782649,0.086236
,6045.785067,0.044998
,6046.787465,0.020939
,6047.789847,0.008835
,6048.792215,0.003424
c20,6496.844681,0.065554
,6497.847352,0.160456
,6498.849922,0.214603
,6499.852436,0.204838
,6500.85491,0.15516
,6501.857354,0.0987
,6502.859775,0.054601
,6503.862177,0.026897
,6504.864563,0.012001
,6505.866935,0.004913
,6506.869296,0.001863
c20+CMCT,6748.044444,0.0554158
,6749.047134,0.144885
,6750.049733,0.204877
,6751.052275,0.205525
,6752.054777,0.162926
,6753.057249,0.108116
,6754.059696,0.062236
,6755.062123,0.031835
,6756.064533,0.014724
,6757.066928,0.006238
,6758.069311,0.002446
c20+CMCT-A,6612.989949,0.0596134
,6613.992665,0.151487
,6614.99528,0.209144
,6615.997835,0.205393
,6617.000348,0.159703
,6618.002829,0.104099
,6619.005284,0.058929
,6620.007719,0.029672
,6621.010136,0.01352
,6622.012538,0.005647
,6623.014927,0.002184
c20+CMCT-G,6596.995034,0.0597585
,6597.99775,0.151833
,6599.000365,0.209473
,6600.002921,0.205501
,6601.005435,0.159582
,6602.007916,0.103869
,6603.010372,0.058705
,6604.012808,0.029508
,6605.015225,0.013421
,6606.017628,0.005595
,6607.020018,0.002159
c20-A,6361.790186,0.0705195
,6362.792883,0.167438
,6363.79547,0.218411
,6364.797996,0.203937
,6365.800481,0.151433
,6366.802935,0.094578
,6367.805364,0.051434
,6368.807773,0.024933
,6369.810166,0.010956
,6370.812545,0.00442
,6371.814911,0.001653
c20-G,6345.795271,0.0706912
,6346.797968,0.167819
,6347.800555,0.218734
,6348.803082,0.204005
,6349.805568,0.151274
,6350.808022,0.094331
,6351.810452,0.051212
,6352.812862,0.02478
,6353.815255,0.010868
,6354.817634,0.004376
,6355.820001,0.001633
c21,6841.892116,0.0567036
,6842.894779,0.146239
,6843.897348,0.205124
,6844.899862,0.20479
,6845.902338,0.16195
,6846.904784,0.107401
,6847.907207,0.061873
,6848.909612,0.031713
,6849.912,0.014711
,6850.914374,0.006257
,6851.916737,0.002464
c21+CMCT,7093.091878,0.0479342
,7094.094561,0.131618
,7095.097157,0.194746
,7096.099698,0.203958
,7097.102201,0.168525
,7098.104673,0.11642
,7099.107121,0.069697
,7100.10955,0.037048
,7101.111961,0.017795
,7102.114359,0.007825
,7103.116743,0.003182
c21+CMCT-A,6958.037383,0.051565
,6959.04009,0.137806
,6960.042702,0.199269
,6961.045256,0.204465
,6962.047769,0.165818
,6963.05025,0.112585
,6964.052707,0.066318
,6965.055143,0.034718
,6966.057561,0.016435
,6967.059965,0.007127
,6968.062355,0.00286
c21+CMCT-G,6942.042469,0.0516905
,6943.045175,0.138122
,6944.047787,0.199595
,6945.050342,0.204603
,6946.052855,0.165734
,6947.055338,0.112376
,6948.057795,0.066096
,6949.060231,0.034546
,6950.06265,0.016326
,6951.065054,0.007067
,6952.067445,0.002831
c21-A,6706.837621,0.0609987
,6707.840309,0.152842
,6708.842894,0.209308
,6709.84542,0.204588
,6710.847906,0.158711
,6711.850362,0.103403
,6712.852793,0.058593
,6713.855204,0.029567
,6714.857599,0.013514
,6715.85998,0.005667
,6716.862349,0.002202
c21-G,6690.842706,0.0611472
,6691.845394,0.153191
,6692.847979,0.209633
,6693.850506,0.20469
,6694.852993,0.158589
,6695.855449,0.103174
,6696.857881,0.05837
,6697.860293,0.029404
,6698.862688,0.013416
,6699.865069,0.005615
,6700.867439,0.002178
c22,7170.944636,0.0491675
,7171.947292,0.133241
,7172.94986,0.195462
,7173.952375,0.203526
,7174.954853,0.167534
,7175.957302,0.115476
,7176.959727,0.069062
,7177.962134,0.036711
,7178.964525,0.017648
,7179.966903,0.007773
,7180.969268,0.003169
c22+CMCT,7422.144399,0.0415636
,7423.147074,0.119568
,7424.149667,0.18465
,7425.152209,0.201355
,7426.154712,0.172933
,7427.157185,0.124009
,7428.159635,0.076982
,7429.162066,0.042395
,7430.164479,0.021081
,7431.166879,0.009591
,7432.169266,0.004034
,7433.171641,0.001581
c22+CMCT-A,7287.089903,0.0447118
,7288.092602,0.125345
,7289.09521,0.189337
,7290.097764,0.202423
,7291.100277,0.170733
,7292.10276,0.120394
,7293.105218,0.073571
,7294.107656,0.039919
,7295.110076,0.019571
,7296.112482,0.008784
,7297.114874,0.003647
c22+CMCT-G,7271.094989,0.0448207
,7272.097687,0.125633
,7273.100296,0.189658
,7274.10285,0.202585
,7275.105364,0.170682
,7276.107847,0.120205
,7277.110306,0.073353
,7278.112744,0.039741
,7279.115165,0.019453
,7280.117571,0.008717
,7281.119964,0.003612
c22-A,7035.890141,0.0528918
,7036.892821,0.139454
,7037.895404,0.199915
,7038.897931,0.203949
,7039.900419,0.164788
,7040.902876,0.111646
,7041.90531,0.065707
,7042.907724,0.034402
,7043.910122,0.016302
,7044.912505,0.007082
,7045.914877,0.002849
c22-G,7019.895226,0.0530205
,7020.897906,0.139773
,7021.900489,0.200239
,7022.903017,0.204081
,7023.905505,0.164699
,7024.907963,0.111436
,7025.910398,0.065485
,7026.912812,0.034232
,7027.91521,0.016194
,7028.917594,0.007023
,7029.919966,0.00282
c23,7475.985923,0.0433078
,7476.988584,0.12226
,7477.99116,0.186318
,7478.993684,0.201196
,7479.996169,0.171547
,7480.998626,0.122364
,7482.001059,0.075677
,7483.003474,0.041575
,7484.005872,0.020645
,7485.008256,0.009389
,7486.010629,0.00395
c23+CMCT,7727.185685,0.0366101
,7728.188365,0.109459
,7729.190965,0.175296
,7730.193513,0.197951
,7731.196024,0.175871
,7732.198504,0.13036
,7733.200961,0.083594
,7734.203398,0.047531
,7735.205818,0.024391
,7736.208224,0.011447
,7737.210617,0.004965
,7738.212999,0.002007
c23+CMCT-A,7592.13119,0.0393831
,7593.133892,0.114861
,7594.136507,0.180057
,7595.139068,0.199466
,7596.141588,0.174133
,7597.144077,0.126984
,7598.146542,0.080193
,7599.148986,0.044942
,7600.151413,0.022747
,7601.153825,0.010537
,7602.156223,0.004513
,7603.158611,0.001802
c23+CMCT-G,7576.136276,0.039479
,7577.138977,0.115126
,7578.141593,0.18037
,7579.144153,0.199646
,7580.146674,0.17411
,7581.149164,0.126816
,7582.151629,0.079982
,7583.154074,0.04476
,7584.156501,0.022621
,7585.158914,0.010461
,7586.161313,0.004473
,7587.163701,0.001783
c23-A,7340.931428,0.0465882
,7341.934112,0.128104
,7342.936703,0.190925
,7343.939238,0.202129
,7344.941734,0.16926
,7345.944199,0.118733
,7346.94664,0.072293
,7347.949062,0.039134
,7348.951467,0.019163
,7349.953857,0.008599
,7350.956235,0.003572
c23-G,7324.936513,0.0467016
,7325.939197,0.128398
,7326.941789,0.191245
,7327.944324,0.202284
,7328.94682,0.169202
,7329.949286,0.118541
,7330.951728,0.072076
,7331.95415,0.038958
,7332.956555,0.019047
