Found fragments: 
m/z 	z 	I 	fragment 	error 	std-dev 	formula 
1399.6815071966666	6	166579.6167222673	a26	0.0	
1399.8485706966665	6	71583.59693941816	a26	0.0	
914.8880996411111	9	487834.5847128661	a26-G	0.0	
914.9995100855555	9	1518930.9193899012	a26-G	0.0	
915.10911	9	2538530.007411517	a26-G	-1.97	
915.21777	9	2995489.540897491	a26-G	-4.96	
915.3336973077778	9	2783753.41331399	a26-G	0.0	
915.4450847522222	9	2159952.9569164165	a26-G	0.0	
915.5564695300001	9	1450828.1062994706	a26-G	0.0	
915.6678520855555	9	864542.176947109	a26-G	0.0	
915.7792326411112	9	465170.733223522	a26-G	0.0	
915.8906116411111	9	229004.71939796364	a26-G	0.0	
916.0019891966667	9	104222.68979853949	a26-G	0.0	
916.1133655300001	9	44221.38484611012	a26-G	0.0	
1423.6760021966666	6	949718.2812656603	a27-G	0.0	
1423.83905	6	3064467.637198567	a27-G	-2.86	
1424.01601	6	5295661.914503822	a27-G	4.07	
1424.17839	6	6452041.27109046	a27-G	0.75	
1424.33961	6	6184385.236955394	a27-G	-3.36	
1424.51148453	6	4945263.868781196	a27-G	0.0	
1424.6785628633331	6	3421030.6381587754	a27-G	0.0	
1424.8456376966667	6	2098405.2976373145	a27-G	0.0	
1425.01270953	6	1161643.8127445744	a27-G	0.0	
1425.1797790299997	6	588164.4373294086	a27-G	0.0	
1425.3468463633333	6	275206.3725721046	a27-G	0.0	
1425.5139116966666	6	120008.81965295022	a27-G	0.0	
1067.50518253	8	496625.3684659054	a27-G	0.0	
1067.63051978	8	1602467.173157288	a27-G	0.0	
1067.75584678	8	2769200.1948793237	a27-G	0.0	
1067.87616	8	3373892.4866670216	a27-G	-4.69	
1068.006482655	8	3233930.1639482197	a27-G	0.0	
1068.12935	8	2585970.534042611	a27-G	-2.29	
1068.2571030299998	8	1788920.6038495833	a27-G	0.0	
1068.382409155	8	1097295.1923607665	a27-G	0.0	
1068.5077130299999	8	607445.1739115668	a27-G	0.0	
1068.6330151549998	8	307562.1330759162	a27-G	0.0	
1068.758315655	8	143910.53523856026	a27-G	0.0	
1068.883614655	8	62754.845784245066	a27-G	0.0	
955.13426683	10	259683.69750719017	a29+CMCT	0.0	
955.2345374299999	10	958250.0578744274	a29+CMCT	0.0	
955.33480093	10	1872601.8973339854	a29+CMCT	0.0	
955.43897	10	2560636.1063259514	a29+CMCT	4.09	
955.53274	10	2739199.068443538	a29+CMCT	-2.69	
955.63556653	10	2433715.362896208	a29+CMCT	0.0	
955.7358160300001	10	1863924.8849799305	a29+CMCT	0.0	
955.83606353	10	1261961.0404677035	a29+CMCT	0.0	
955.9363093300001	10	769144.0592406233	a29+CMCT	0.0	
956.03655353	10	427817.13957842445	a29+CMCT	0.0	
956.13679633	10	219491.09207434795	a29+CMCT	0.0	
956.23703803	10	104746.15630271396	a29+CMCT	0.0	
956.3372786300001	10	46837.20647027531	a29+CMCT	0.0	
1525.5204336966667	6	2382634.6827290617	a29-G	0.0	
1525.68963	6	8218970.640633205	a29-G	1.36	
1525.85736	6	15128565.36386976	a29-G	1.77	
1526.02987	6	19586393.666567147	a29-G	5.32	
1526.18508	6	19914212.989526883	a29-G	-2.47	
1526.35887	6	16868322.978553705	a29-G	1.93	
1526.5139	6	12347413.782594869	a29-G	-5.97	
1526.70048	6	8006575.930875261	a29-G	6.81	
1526.85264	6	4682078.641330711	a29-G	-2.96	
1527.02423253	6	2502544.3027035175	a29-G	0.0	
1527.1913020299999	6	1235446.0052586838	a29-G	0.0	
1527.35836953	6	568063.57601927	a29-G	0.0	
1527.5254353633334	6	244941.7663875175	a29-G	0.0	
1408.315015672857	7	910097.9115380214	a31-A	0.0	
1408.46003	7	3378803.53301516	a31-A	1.26	
1408.59497	7	6662764.060589007	a31-A	-4.63	
1408.73916	7	9212363.839935916	a31-A	-3.94	
1408.89359	7	9980208.690868447	a31-A	4.01	
1409.02542	7	8991197.048731793	a31-A	-4.07	
1409.16676	7	6989477.322543752	a31-A	-5.4	
1409.32549	7	4807401.344004732	a31-A	5.62	
1409.4607789585714	7	2978768.671802527	a31-A	0.0	
1409.6039835299998	7	1685538.2161953961	a31-A	0.0	
1409.7471862442856	7	880202.6177890791	a31-A	0.0	
1409.8903873871427	7	427795.18567795405	a31-A	0.0	
1410.0335869585715	7	194894.64908127292	a31-A	0.0	
1406.0300278157142	7	366181.4418677466	a31-G	0.0	
1406.1732703871426	7	1359344.35873472	a31-G	0.0	
1406.31650253	7	2679518.169857638	a31-G	0.0	
1406.4597276728568	7	3702822.8805467137	a31-G	0.0	
1406.61209	7	4008674.7869138196	a31-G	6.5	
1406.75362	7	3608514.905211554	a31-G	5.3	
1406.8893753871428	7	2802658.4251064695	a31-G	0.0	
1407.0325846728572	7	1925789.5328793437	a31-G	0.0	
1407.1757913871427	7	1192025.2395225484	a31-G	0.0	
1407.3189961014284	7	673756.392851208	a31-G	0.0	
1407.4621989585714	7	351455.15387996665	a31-G	0.0	
1407.6053999585713	7	170627.36487557273	a31-G	0.0	
1407.7485996728572	7	77628.90344884346	a31-G	0.0	
2091.05826753	5	210932.16247325818	a33-G	0.0	
2091.25880913	5	830019.3454312854	a33-G	0.0	
2091.45933673	5	1729453.9687969899	a33-G	0.0	
2091.65416	5	2521333.2388184196	a33-G	-2.72	
2091.85426	5	2875393.7423440376	a33-G	-2.92	
2092.06086993	5	2723446.6799698	a33-G	0.0	
2092.26136953	5	2223520.4034497216	a33-G	0.0	
2092.46186513	5	1604761.9848755307	a33-G	0.0	
2092.6623573300003	5	1042625.9917869862	a33-G	0.0	
2092.86284633	5	618196.2825811021	a33-G	0.0	
2093.06333253	5	338099.2482067101	a33-G	0.0	
2093.2638165300004	5	172013.61388509462	a33-G	0.0	
2093.46429833	5	81986.68287076257	a33-G	0.0	
2093.6647781300003	5	36811.39033528318	a33-G	0.0	
1406.79895678	8	253785.85314384112	a35	0.0	
1406.924293655	8	1078528.316025935	a35	0.0	
1407.0496225299999	8	2415665.8793568267	a35	0.0	
1407.17125	8	3773081.9766984126	a35	-2.63	
1407.29438	8	4598302.433596473	a35	-4.18	
1407.425580155	8	4644798.215149566	a35	0.0	
1407.5508925299998	8	4037427.1521949656	a35	0.0	
1407.6702	8	3097980.610148093	a35	-4.26	
1407.8015104049998	8	2137299.546058594	a35	0.0	
1407.92681628	8	1344264.0195689357	a35	0.0	
1408.05212053	8	779130.2460251821	a35	0.0	
1408.1774232799999	8	419736.6846870743	a35	0.0	
1408.3027247799998	8	211678.92573734914	a35	0.0	
1408.4280250299998	8	100494.62069014153	a35	0.0	
1408.553324155	8	45163.19217524666	a35	0.0	
1895.4252458633332	6	151440.2512548339	a35+CMCT-A	0.0	
1895.59236603	6	657744.0983190454	a35+CMCT-A	0.0	
1895.7594755300001	6	1502540.6496729571	a35+CMCT-A	0.0	
1895.9265775299998	6	2390070.322411257	a35+CMCT-A	0.0	
1896.08048	6	2963051.5255999705	a35+CMCT-A	-6.96	
1896.25275	6	3041826.4611057104	a35+CMCT-A	-4.23	
1896.42785153	6	2685115.1520407447	a35+CMCT-A	0.0	
1896.5949350299998	6	2090957.4821161735	a35+CMCT-A	0.0	
1896.7620155299999	6	1463191.2007113541	a35+CMCT-A	0.0	
1896.92909353	6	932962.1283026625	a35+CMCT-A	0.0	
1897.0961691966666	6	547964.8385348633	a35+CMCT-A	0.0	
1897.2632428633333	6	299036.8027125488	a35+CMCT-A	0.0	
1897.4303145299998	6	152702.47512490657	a35+CMCT-A	0.0	
1897.59738453	6	73395.27654142465	a35+CMCT-A	0.0	
1897.76445303	6	33380.49873264483	a35+CMCT-A	0.0	
1507.5789739049999	8	248331.66589320608	a37+CMCT-A	0.0	
1507.704312655	8	1143774.6498619423	a37+CMCT-A	0.0	
1507.8296440299998	8	2762490.328660511	a37+CMCT-A	0.0	
1507.95497003	8	4635674.411384072	a37+CMCT-A	0.0	
1508.08387	8	6052165.199440678	a37+CMCT-A	2.37	
1508.21323	8	6533730.405886157	a37+CMCT-A	5.05	
1508.33092503	8	6058081.131555503	a37+CMCT-A	0.0	
1508.456237655	8	4950218.689320171	a37+CMCT-A	0.0	
1508.57421	8	3631715.73460207	a37+CMCT-A	-4.86	
1508.71402	8	2425948.782015768	a37+CMCT-A	4.75	
1508.832163655	8	1491689.7843049043	a37+CMCT-A	0.0	
1508.9574690299999	8	851727.5785596834	a37+CMCT-A	0.0	
1509.082772905	8	454818.52744746936	a37+CMCT-A	0.0	
1509.208075655	8	228513.2933085435	a37+CMCT-A	0.0	
1509.33337728	8	108528.19126139578	a37+CMCT-A	0.0	
1474.17963928	8	142036.0847702243	a37-G	0.0	
1474.304976655	8	630454.2992771978	a37-G	0.0	
1474.430306405	8	1472205.435326874	a37-G	0.0	
1474.54595	8	2394255.3977905135	a37-G	-6.57	
1474.68095028	8	3035118.8041954474	a37-G	0.0	
1474.806266655	8	3186372.3743700976	a37-G	0.0	
1474.92686	8	2876711.4847206543	a37-G	-3.2	
1475.05689078	8	2291289.6353918277	a37-G	0.0	
1475.18219953	8	1640097.5010647776	a37-G	0.0	
1475.3075062799999	8	1069786.9423924326	a37-G	0.0	
1475.432811405	8	642812.6021412087	a37-G	0.0	
1475.55811503	8	358893.15309143736	a37-G	0.0	
1475.683417405	8	187504.59190908185	a37-G	0.0	
1475.8087184049998	8	92215.0436470664	a37-G	0.0	
1475.934018405	8	42902.40099945234	a37-G	0.0	
1565.5923507799998	8	95029.46820187004	a38+CMCT	0.0	
1565.717687155	8	457109.0287668939	a38+CMCT	0.0	
1565.84301678	8	1149586.3861360135	a38+CMCT	0.0	
1565.9683414049998	8	2004329.4382826674	a38+CMCT	0.0	
1566.09366203	8	2714073.732699665	a38+CMCT	0.0	
1566.21929	8	3034629.573174982	a38+CMCT	0.2	
1566.344293655	8	2910635.9553592377	a38+CMCT	0.0	
1566.469605655	8	2457759.600736955	a38+CMCT	0.0	
1566.60029	8	1861644.806136747	a38+CMCT	3.43	
1566.720223655	8	1282915.6216912742	a38+CMCT	0.0	
1566.84553003	8	813247.0224485473	a38+CMCT	0.0	
1566.970834905	8	478410.8514479525	a38+CMCT	0.0	
1567.09613853	8	263058.7202024875	a38+CMCT	0.0	
1567.221440905	8	136019.1593107148	a38+CMCT	0.0	
1567.346742155	8	66456.93984062843	a38+CMCT	0.0	
1567.4720422799999	8	30835.228932005866	a38+CMCT	0.0	
1385.1699769744444	9	842493.418537197	a39-A	0.0	
1385.2813868633334	9	3960505.70155315	a39-A	0.0	
1385.39658	9	9763325.125845473	a39-A	2.74	
1385.504189418889	9	16723212.281981489	a39-A	0.0	
1385.61592	9	22286704.140807997	a39-A	0.24	
1385.71874	9	24560157.096687112	a39-A	-5.94	
1385.84175	9	23246239.22731702	a39-A	2.44	
1385.94945	9	19390935.94829931	a39-A	-0.22	
1386.06805	9	14522701.791274222	a39-A	4.99	
1386.177	9	9903647.994574765	a39-A	3.23	
1386.29166	9	6216954.640496782	a39-A	5.59	
1386.395287641111	9	3624080.431904325	a39-A	0.0	
1386.506667752222	9	1975803.2014850457	a39-A	0.0	
1386.6180467522222	9	1013407.6261457523	a39-A	0.0	
1386.7294247522223	9	491527.3306678393	a39-A	0.0	
1386.8408018633334	9	226296.4496834799	a39-A	0.0	
1556.44276928	8	290260.51596323174	a39-G	0.0	
1556.5681054049999	8	1364351.1381833372	a39-G	0.0	
1556.6934345299999	8	3362595.763546651	a39-G	0.0	
1556.82673	8	5757529.032489852	a39-G	5.12	
1556.9481	8	7669204.540398379	a39-G	2.58	
1557.07212	8	8446906.536258766	a39-G	1.75	
1557.2052	8	7989974.525768704	a39-G	6.74	
1557.3200187799998	8	6660305.652307001	a39-G	0.0	
1557.45139	8	4984524.162245305	a39-G	3.89	
1557.5706347799999	8	3396458.7621724987	a39-G	0.0	
1557.695940155	8	2130364.937743838	a39-G	0.0	
1557.821244155	8	1240805.8109387131	a39-G	0.0	
1557.9465467799998	8	675839.9112842521	a39-G	0.0	
1558.071848155	8	346331.0875588688	a39-G	0.0	
1558.1971485299998	8	167840.31415682132	a39-G	0.0	
1244.95276013	10	120845.77219800364	a39-G	0.0	
1245.0530290299998	10	568027.8845224542	a39-G	0.0	
1245.1532923299999	10	1399968.1640716342	a39-G	0.0	
1245.25355133	10	2397064.029100661	a39-G	0.0	
1245.35380713	10	3192962.507330062	a39-G	0.0	
1245.4540601299998	10	3516747.4972305903	a39-G	0.0	
1245.54954	10	3326510.4563212693	a39-G	-3.83	
1245.6545597299998	10	2772922.031633553	a39-G	0.0	
1245.75172	10	2075234.6195871986	a39-G	-2.48	
1245.85505253	10	1414066.534303977	a39-G	0.0	
1245.95529683	10	886946.6627621427	a39-G	0.0	
1246.05554003	10	516591.5724812296	a39-G	0.0	
1246.1557821299998	10	281376.18266936945	a39-G	0.0	
1246.25602323	10	144189.94458594406	a39-G	0.0	
1246.3562635299998	10	69877.889877402	a39-G	0.0	
1421.7313680855555	9	163678.50542143805	a40-A	0.0	
1421.8427774188888	9	790851.0700505907	a40-A	0.0	
1421.94769	9	2000894.8665748027	a40-A	-4.56	
1422.0655796411108	9	3513235.9745541275	a40-A	0.0	
1422.17311	9	4795133.24275283	a40-A	-2.72	
1422.28191	9	5408024.128745392	a40-A	-4.54	
1422.39827	9	5235226.855189248	a40-A	-1.05	
1422.5111444188888	9	4464030.451325139	a40-A	0.0	
1422.6225301966667	9	3416066.4382807463	a40-A	0.0	
1422.7339143077777	9	2379247.1906645587	a40-A	0.0	
1422.8452970855553	9	1524874.518301139	a40-A	0.0	
1422.956678418889	9	907247.9971585722	a40-A	0.0	
1423.068058641111	9	504683.40312894835	a40-A	0.0	
1423.1794377522222	9	264056.1674618513	a40-A	0.0	
1423.2908159744445	9	130603.83255799225	a40-A	0.0	
1423.4021931966665	9	61349.61927410596	a40-A	0.0	
1524.5424477522222	9	127018.32136190934	a42+CMCT-A	0.0	
1524.6538573077778	9	668212.4207239951	a42+CMCT-A	0.0	
1524.76526153	9	1831101.6292675992	a42+CMCT-A	0.0	
1524.87698	9	3468490.077153984	a42+CMCT-A	0.21	
1524.9880580855556	9	5090756.258687326	a42+CMCT-A	0.0	
1525.09657	9	6157638.686897337	a42+CMCT-A	-1.89	
1525.2108430855556	9	6378763.69979459	a42+CMCT-A	0.0	
1525.32233	9	5809216.440521004	a42+CMCT-A	0.06	
1525.433619752222	9	4739937.111304024	a42+CMCT-A	0.0	
1525.5450055299998	9	3514815.636615904	a42+CMCT-A	0.0	
1525.66085	9	2395201.3862526244	a42+CMCT-A	2.92	
1525.7677728633332	9	1513403.2957987464	a42+CMCT-A	0.0	
1525.8791547522221	9	893128.8952140843	a42+CMCT-A	0.0	
1525.9905354188888	9	495286.908075928	a42+CMCT-A	0.0	
1526.1019151966666	9	259388.2689721006	a42+CMCT-A	0.0	
1526.2132940855556	9	128866.1141381891	a42+CMCT-A	0.0	
1526.3246720855557	9	60968.445613570024	a42+CMCT-A	0.0	
1371.98747533	10	203833.95278612938	a42+CMCT-A	0.0	
1372.08774393	10	1072320.7294550613	a42+CMCT-A	0.0	
1372.18800773	10	2938479.1032096334	a42+CMCT-A	0.0	
1372.28826773	10	5566094.993582395	a42+CMCT-A	0.0	
1372.38148	10	8169443.2720644055	a42+CMCT-A	-5.13	
1372.4887789299999	10	9881533.781279128	a42+CMCT-A	0.0	
1372.58291	10	10236386.411635548	a42+CMCT-A	-4.46	
1372.68928143	10	9322399.61105848	a42+CMCT-A	0.0	
1372.77953	10	7606462.650391332	a42+CMCT-A	-7.28	
1372.8897773299998	10	5640436.409835623	a42+CMCT-A	0.0	
1372.98117	10	3843723.968667555	a42+CMCT-A	-6.45	
1373.09026793	10	2428649.447060974	a42+CMCT-A	0.0	
1373.19051163	10	1433257.7466544071	a42+CMCT-A	0.0	
1373.29075423	10	794816.7410328554	a42+CMCT-A	0.0	
1373.39099603	10	416255.98263330886	a42+CMCT-A	0.0	
1373.49123703	10	206799.2171785441	a42+CMCT-A	0.0	
1373.59147723	10	97839.73785349447	a42+CMCT-A	0.0	
1522.7652350855556	9	140015.88509914384	a42+CMCT-G	0.0	
1522.876644641111	9	736572.5960823633	a42+CMCT-G	0.0	
1522.988048752222	9	2017930.9613426253	a42+CMCT-G	0.0	
1523.10239	9	3821120.100756489	a42+CMCT-G	1.93	
1523.21182	9	5606098.596936045	a42+CMCT-G	0.64	
1523.33	9	6777761.798082285	a42+CMCT-G	5.09	
1523.4336304188887	9	7017423.447594835	a42+CMCT-G	0.0	
1523.53846	9	6387095.577961047	a42+CMCT-G	-4.31	
1523.66022	9	5208148.119521085	a42+CMCT-G	2.5	
1523.7677929744443	9	3859410.3742938866	a42+CMCT-G	0.0	
1523.8791773077778	9	2628131.277927969	a42+CMCT-G	0.0	
1523.9905604188887	9	1659372.9806081916	a42+CMCT-G	0.0	
1524.1019421966666	9	978486.6146265251	a42+CMCT-G	0.0	
1524.2133229744443	9	542197.9409288131	a42+CMCT-G	0.0	
1524.3247028633332	9	283750.57523771457	a42+CMCT-G	0.0	
1524.436081641111	9	140844.94859375834	a42+CMCT-G	0.0	
1524.547459752222	9	66564.6932959273	a42+CMCT-G	0.0	
1494.8541503077777	9	58740.27168367494	a42-G	0.0	
1494.965558752222	9	299207.9402207908	a42-G	0.0	
1495.076961641111	9	795786.0485633677	a42-G	0.0	
1495.1883601966665	9	1465753.5011906654	a42-G	0.0	
1495.30913	9	2095084.4195908736	a42-G	6.27	
1495.40428	9	2471044.592588551	a42-G	-4.59	
1495.5225373077778	9	2498679.475337714	a42-G	0.0	
1495.6339250855553	9	2223299.3983483654	a42-G	0.0	
1495.7453110855556	9	1773816.1609147242	a42-G	0.0	
1495.8566954188889	9	1287061.5225776923	a42-G	0.0	
1495.9680783077777	9	858771.8268342142	a42-G	0.0	
1496.0794599744445	9	531606.0870301685	a42-G	0.0	
1496.1908405299998	9	307501.804170109	a42-G	0.0	
1496.3022198633332	9	167219.93319127298	a42-G	0.0	
1496.4135983077776	9	85929.86911424699	a42-G	0.0	
1496.5249758633333	9	41894.21031776481	a42-G	0.0	
1402.59000563	10	9288820.369601307	a43+CMCT-A	0.0	
1402.69027483	10	49885810.87747137	a43+CMCT-A	0.0	
1402.79053923	10	139471419.24232346	a43+CMCT-A	0.0	
1402.8907998299999	10	269425293.5149772	a43+CMCT-A	0.0	
1402.9910573299999	10	403140657.65605396	a43+CMCT-A	0.0	
1403.09131233	10	496971943.8262826	a43+CMCT-A	0.0	
1403.19941	10	524552589.5185714	a43+CMCT-A	5.59	
1403.29124	10	486641396.72366846	a43+CMCT-A	-0.41	
1403.38254	10	404412554.3262603	a43+CMCT-A	-6.79	
1403.49231313	10	305378054.5051873	a43+CMCT-A	0.0	
1403.5925595299998	10	211886422.55938876	a43+CMCT-A	0.0	
1403.69280483	10	136295290.90962046	a43+CMCT-A	0.0	
1403.7930490299998	10	81874734.80172561	a43+CMCT-A	0.0	
1403.89772	10	46211041.23656247	a43+CMCT-A	3.15	
1403.99353453	10	24632157.956810255	a43+CMCT-A	0.0	
1404.0937760299998	10	12451579.333895866	a43+CMCT-A	0.0	
1404.19582	10	5994535.726910402	a43+CMCT-A	1.28	
1751.48996178	8	50311.56098466722	a43+CMCT-G	0.0	
1751.61529828	8	270193.5241828591	a43+CMCT-G	0.0	
1751.74062878	8	755249.3746633095	a43+CMCT-G	0.0	
1751.86595453	8	1458506.1664160795	a43+CMCT-G	0.0	
1751.9912765299998	8	2181482.262990346	a43+CMCT-G	0.0	
1752.11659528	8	2688014.5840684655	a43+CMCT-G	0.0	
1752.23417	8	2835733.653652071	a43+CMCT-G	-4.42	
1752.3672250299999	8	2629286.1990159303	a43+CMCT-G	0.0	
1752.49008	8	2183668.9581784722	a43+CMCT-G	-1.4	
1752.6178462799999	8	1647850.5408308038	a43+CMCT-G	0.0	
1752.7431544049998	8	1142567.759860185	a43+CMCT-G	0.0	
1752.86846103	8	734417.1981835702	a43+CMCT-G	0.0	
1752.9937662799998	8	440853.369177611	a43+CMCT-G	0.0	
1753.119070405	8	248619.43326429135	a43+CMCT-G	0.0	
1753.24437328	8	132412.2032667209	a43+CMCT-G	0.0	
1753.3696751549999	8	66889.44387964993	a43+CMCT-G	0.0	
1753.4949760299999	8	32175.657768144505	a43+CMCT-G	0.0	
1720.08999153	8	61373.94524396898	a43-G	0.0	
1720.21532678	8	319352.28954856185	a43-G	0.0	
1720.340655905	8	867095.2216793254	a43-G	0.0	
1720.4659800299999	8	1629638.9088973168	a43-G	0.0	
1720.5913004049999	8	2375834.4647880206	a43-G	0.0	
1720.71661753	8	2857178.213276674	a43-G	0.0	
1720.85139	8	2945019.2194108544	a43-G	5.5	
1720.96437	8	2670523.625179037	a43-G	-1.67	
1721.092553905	8	2170878.8281971524	a43-G	0.0	
1721.2178620299999	8	1604633.5159065642	a43-G	0.0	
1721.34316853	8	1090512.9720966995	a43-G	0.0	
1721.468473655	8	687467.1087457566	a43-G	0.0	
1721.5937774049999	8	404938.3810169098	a43-G	0.0	
1721.719079905	8	224202.94391708385	a43-G	0.0	
1721.844381405	8	117275.6957899617	a43-G	0.0	
1721.96968178	8	58204.9848118076	a43-G	0.0	
1375.87053793	10	284356.58949096105	a43-G	0.0	
1375.97080613	10	1479616.9211736072	a43-G	0.0	
1376.0710694299999	10	4017409.000195745	a43-G	0.0	
1376.17132873	10	7550411.830195138	a43-G	0.0	
1376.27545	10	11007670.810743455	a43-G	2.81	
1376.36586	10	13237823.461822676	a43-G	-4.34	
1376.4720902299998	10	13644806.73171805	a43-G	0.0	
1376.57233983	10	12373018.993521042	a43-G	0.0	
1376.6725878299999	10	10058074.274521835	a43-G	0.0	
1376.7728343299998	10	7434557.321551988	a43-G	0.0	
1376.87307953	10	5052543.849159527	a43-G	0.0	
1376.97332363	10	3185159.4622616307	a43-G	0.0	
1377.07356663	10	1876152.7635584893	a43-G	0.0	
1377.17380863	10	1038772.7924719006	a43-G	0.0	
1377.27404983	10	543359.5111484214	a43-G	0.0	
1377.37429013	10	269674.2226146071	a43-G	0.0	
1423.88073093	10	59368.101997822836	a44	0.0	
1423.9809975299997	10	321073.62412106385	a44	0.0	
1424.08125963	10	904024.7394911427	a44	0.0	
1424.18151803	10	1758953.5046240024	a44	0.0	
1424.2817735299998	10	2651013.0683218585	a44	0.0	
1424.3820265299998	10	3292021.92939337	a44	0.0	
1424.49234	10	3500395.223623418	a44	7.06	
1424.57643	10	3271579.4023295366	a44	-4.28	
1424.6827740299998	10	2739129.079528288	a44	0.0	
1424.78302023	10	2083926.710329518	a44	0.0	
1424.8832650299998	10	1456844.926345334	a44	0.0	
1424.98350873	10	944231.6055171659	a44	0.0	
1425.08375143	10	571543.0226602854	a44	0.0	
1425.18399323	10	325045.8687164059	a44	0.0	
1425.28423413	10	174584.99416600997	a44	0.0	
1425.38447413	10	88939.52532985412	a44	0.0	
1425.48471353	10	43137.60746526966	a44	0.0	
1410.37528133	10	63411.48793649944	a44-A	0.0	
1410.4755492299998	10	338292.4001830771	a44-A	0.0	
1410.5758122299999	10	940639.0090823116	a44-A	0.0	
1410.67607143	10	1808915.6216230094	a44-A	0.0	
1410.76771	10	2696623.5456976467	a44-A	-6.11	
1410.87658133	10	3314096.7572637727	a44-A	0.0	
1410.97136	10	3489243.0962510016	a44-A	-3.88	
1411.07156	10	3230503.6398232114	a44-A	-3.91	
1411.1773305299998	10	2680318.5590392174	a44-A	0.0	
1411.2775771299998	10	2021457.6158519168	a44-A	0.0	
1411.37782243	10	1401315.0038151634	a44-A	0.0	
1411.4780665299998	10	900862.5372046682	a44-A	0.0	
1411.57830963	10	540974.4467276832	a44-A	0.0	
1411.6785517299998	10	305321.69707289024	a44-A	0.0	
1411.77879293	10	162761.28274963144	a44-A	0.0	
1411.8790333299999	10	82318.53883746875	a44-A	0.0	
1411.9792730299998	10	39656.22861320069	a44-A	0.0	
1510.0089644299999	10	50409.53315804665	a46+CMCT	0.0	
1510.10923263	10	292435.49778050696	a46+CMCT	0.0	
1510.2094963299999	10	880097.2674464389	a46+CMCT	0.0	
1510.3097566299998	10	1825166.2646163616	a46+CMCT	0.0	
1510.4100141299998	10	2925358.4022023436	a46+CMCT	0.0	
1510.50838	10	3855752.317562136	a46+CMCT	-1.25	
1510.60808	10	4344388.642022101	a46+CMCT	-1.62	
1510.70672	10	4296506.484064689	a46+CMCT	-2.68	
1510.8110226299998	10	3801598.757121761	a46+CMCT	0.0	
1510.9112707299998	10	3053200.941817519	a46+CMCT	0.0	
1511.01151753	10	2250963.1361970506	a46+CMCT	0.0	
1511.1117631299999	10	1537183.4625987576	a46+CMCT	0.0	
1511.2120077299999	10	979561.7108262124	a46+CMCT	0.0	
1511.3122513299998	10	586062.5620327767	a46+CMCT	0.0	
1511.41249403	10	330941.90902589215	a46+CMCT	0.0	
1511.51273593	10	177135.76313125496	a46+CMCT	0.0	
1511.61297713	10	90214.12471740495	a46+CMCT	0.0	
1511.7132175299998	10	43868.46036831753	a46+CMCT	0.0	
1372.6438516209091	11	38000.54915716251	a46+CMCT	0.0	
1372.73500453	11	220448.5701914018	a46+CMCT	0.0	
1372.8261533481818	11	663449.4981301818	a46+CMCT	0.0	
1372.9172990754544	11	1375877.0616084854	a46+CMCT	0.0	
1373.0084422572727	11	2205242.1199116725	a46+CMCT	0.0	
1373.0995831663636	11	2906607.070174281	a46+CMCT	0.0	
1373.19806	11	3274958.996969543	a46+CMCT	5.34	
1373.28874	11	3238863.675643972	a46+CMCT	5.01	
1373.3729954390908	11	2865784.13636337	a46+CMCT	0.0	
1373.4641300754545	11	2301614.5004253276	a46+CMCT	0.0	
1373.5552635299998	11	1696858.3113006414	a46+CMCT	0.0	
1373.6463958936363	11	1158785.096281675	a46+CMCT	0.0	
1373.7375273481819	11	738429.4321476733	a46+CMCT	0.0	
1373.8286578936363	11	441795.3867550182	a46+CMCT	0.0	
1373.9197876209091	11	249476.11085138906	a46+CMCT	0.0	
1374.010916620909	11	133531.41464842687	a46+CMCT	0.0	
1374.1020449845455	11	68006.70560161516	a46+CMCT	0.0	
1374.193172620909	11	33069.64933495295	a46+CMCT	0.0	
1634.9825181966667	9	45616.08821979885	a46-A	0.0	
1635.0939274188888	9	253655.5966313577	a46-A	0.0	
1635.20533153	9	734120.6806866054	a46-A	0.0	
1635.3167314188888	9	1467639.3306850032	a46-A	0.0	
1635.4281279744444	9	2272219.899324763	a46-A	0.0	
1635.53572	9	2897863.568969565	a46-A	-2.32	
1635.6509131966666	9	3163938.8357243114	a46-A	0.0	
1635.76230253	9	3035973.8683309075	a46-A	0.0	
1635.87106	9	2609267.8949892856	a46-A	-1.61	
1635.9850759744445	9	2037517.1206554885	a46-A	0.0	
1636.09646053	9	1461841.9981318952	a46-A	0.0	
1636.20584	9	972279.5614548482	a46-A	-1.22	
1636.319225752222	9	603881.3751377515	a46-A	0.0	
1636.430606641111	9	352388.62949736085	a46-A	0.0	
1636.541986641111	9	194188.3430962108	a46-A	0.0	
1636.653365641111	9	101497.91454517758	a46-A	0.0	
1636.7647438633333	9	50503.68551072655	a46-A	0.0	
1471.3835387299998	10	40173.52433501722	a46-A	0.0	
1471.48380703	10	223391.3446256505	a46-A	0.0	
1471.58407073	10	646530.9977544759	a46-A	0.0	
1471.68433063	10	1292531.7945327833	a46-A	0.0	
1471.78458753	10	2001115.9435721617	a46-A	0.0	
1471.88335	10	2552112.5802503554	a46-A	-1.01	
1471.97588	10	2786441.77464363	a46-A	-6.26	
1472.08534463	10	2673744.6115980414	a46-A	0.0	
1472.18559343	10	2297949.941933742	a46-A	0.0	
1472.28584073	10	1794416.1111592227	a46-A	0.0	
1472.38608683	10	1287426.1555030125	a46-A	0.0	
1472.4863317299998	10	856274.576512086	a46-A	0.0	
