spectrum:	/Users/eva-maria/Data_exchange_folder/new_FTMS-Scanner/Spectral_data/0801_0CMCT_6.csv
limit_error:	6
noise_limit:	2049999.9999999998
shape_limit:	0.7
stddev_limit:	0.7

Observed fragments: 
m/z 	z 	I 	fragment 	error 	std-dev 	formula 
1430.5033601966666	3	2544517.1137660947	c14-G	0.0	1	
1430.8375061966667	3	1171232.5280426708	c14-G	0.0	1	
1431.1716438633334	3	473333.33518133045	c14-G	0.0	1	
1431.5057741966666	3	171642.69376816045	c14-G	0.0	1	
1431.83989953	3	56727.910290377025	c14-G	0.0	1	
1594.52815	3	32619240.86245469	c15	-2.54	1	
1594.86281	3	58548111.9861864	c15	-2.27	1	
1595.19648	3	59355203.44082158	c15	-2.59	1	
1595.53065	3	43661785.36306945	c15	-2.59	1	
1595.86561	3	25780731.023053236	c15	-2.09	1	
1596.19879	3	12890486.44222105	c15	-2.69	1	
1596.52959	3	5641175.033836123	c15	-4.78	1	
1596.8713465299998	3	2209645.648650609	c15	0.0	1	
1597.2054695299998	3	787258.8207484384	c15	0.0	1	
1220.6849132799998	4	1101601.5211737943	c15+CMCT-G	0.0	1	
1220.94322	4	2079803.3144258885	c15+CMCT-G	6.24	1	
1221.1862632799998	4	2192755.461549106	c15+CMCT-G	0.0	1	
1221.43032	4	1668736.706971355	c15+CMCT-G	-5.39	1	
1221.68752978	4	1015727.0663087368	c15+CMCT-G	0.0	1	
1221.93814828	4	522172.9555687566	c15+CMCT-G	0.0	1	
1222.18876028	4	234488.15565719514	c15+CMCT-G	0.0	1	
1222.43936653	4	94099.90870125576	c15+CMCT-G	0.0	1	
1222.68996828	4	34299.60488558437	c15+CMCT-G	0.0	1	
1544.18996	3	6213681.442801418	c15-G	4.9	1	
1544.50964	3	10694819.329448657	c15-G	-4.53	1	
1544.84233	3	10490596.605846703	c15-G	-5.51	1	
1545.18309	3	7495102.12944918	c15-G	-1.24	1	
1545.51463	3	4309783.058707834	c15-G	-2.94	1	
1545.85723	3	2102383.218201867	c15-G	2.53	1	
1546.1874508633332	3	898964.5036210674	c15-G	0.0	1	
1546.52158253	3	344444.2672968511	c15-G	0.0	1	
1546.8557081966665	3	120141.06668801107	c15-G	0.0	1	
1709.53846	3	23559102.44049338	c16	-5.58	1	
1709.87221	3	45379793.855800934	c16	-5.86	1	
1710.20879	3	48948623.53414064	c16	-4.47	1	
1710.5415	3	38160749.34971168	c16	-5.32	1	
1710.87664	3	23816768.227421492	c16	-4.74	1	
1711.20891	3	12562999.403566912	c16	-5.83	1	
1711.54233	3	5791674.193362623	c16	-6.25	1	
1711.89129	3	2387230.399935129	c16	2.41	0	
1712.2212811966665	3	894024.9539389914	c16	0.0	1	
1281.90918378	4	2052762.2841772235	c16	0.0	1	
1282.15985878	4	3954052.558929941	c16	0.0	1	
1282.41304	4	4265013.4277004	c16	1.98	1	
1282.66407	4	3325039.5340353274	c16	2.29	1	
1282.91671	4	2075213.3351315146	c16	3.87	1	
1283.1623502799998	4	1094644.9007096824	c16	0.0	1	
1283.4129520299998	4	504642.75438365794	c16	0.0	1	
1283.66354878	4	208005.23029287008	c16	0.0	1	
1283.91414178	4	77898.58341143184	c16	0.0	1	
1659.19689	3	5943839.114093003	c16-G	-0.79	1	
1659.53161	3	11010889.303382909	c16-G	-0.5	1	
1659.86556	3	11511291.923529783	c16-G	-0.65	1	
1660.19514	3	8729051.465596741	c16-G	-3.42	1	
1660.52831	3	5311988.082133209	c16-G	-4.01	1	
1660.8691201966665	3	2736882.4638492926	c16-G	0.0	1	
1661.2032588633333	3	1234115.42236204	c16-G	0.0	1	
1661.5373911966667	3	498040.2246216793	c16-G	0.0	1	
1661.8715178633333	3	182802.16573961457	c16-G	0.0	1	
1824.56526	3	9035495.87915679	c17	0.79	1	
1824.90005	3	18590759.018940516	c17	1.1	1	
1825.23518	3	21260422.207266044	c17	1.61	1	
1825.5679	3	17509552.14323933	c17	0.82	1	
1825.90277	3	11515771.02087399	c17	1.21	1	
1826.24419	3	6389641.62733221	c17	5.2	1	
1826.5688381966665	3	3094355.8766444293	c17	0.0	1	
1826.90296853	3	1338278.9204331164	c17	0.0	1	
1827.2370931966666	3	525515.7891089228	c17	0.0	1	
1827.5712135299998	3	189647.71534038143	c17	0.0	1	
1368.17104253	4	4190207.979629769	c17	0.0	1	
1368.42503	4	8621457.840320364	c17	2.42	1	
1368.67327	4	9859513.18827869	c17	0.67	1	
1368.92358	4	8120048.538740729	c17	0.44	1	
1369.17472	4	5340434.688766473	c17	0.82	1	
1369.42947	4	2963194.017451155	c17	3.84	1	
1369.67225	4	1435006.4301440164	c17	-1.87	1	
1369.92540728	4	620626.3703030403	c17	0.0	1	
1370.1760007799999	4	243707.75908661474	c17	0.0	1	
1370.4265910299998	4	87949.06010316068	c17	0.0	1	
1430.97098328	4	1579616.4492801689	c17+CMCT	0.0	1	
1431.22166103	4	3513583.7304777647	c17+CMCT	0.0	1	
1431.47335	4	4282827.133349963	c17+CMCT	0.73	1	
1431.72828	4	3731740.648444048	c17+CMCT	3.73	1	
1431.97901	4	2583254.93337853	c17+CMCT	3.8	1	
1432.23473	4	1502932.8389762747	c17+CMCT	7.36	1	
1432.47479578	4	760910.4419109202	c17+CMCT	0.0	1	
1432.72540028	4	343206.8854585431	c17+CMCT	0.0	1	
1432.9760007799998	4	140271.50951486264	c17+CMCT	0.0	1	
1433.22659753	4	52608.76020220789	c17+CMCT	0.0	1	
1774.2140121966665	3	2703229.628449998	c17-G	0.0	1	
1774.55171	3	5362672.704243549	c17-G	1.95	1	
1774.88115	3	5953316.682434666	c17-G	-0.73	1	
1775.2152	3	4775258.189257549	c17-G	-0.8	1	
1775.5507798633332	3	3065729.4206169066	c17-G	0.0	1	
1775.8849278633331	3	1663248.0767088602	c17-G	0.0	1	
1776.2190675299998	3	788585.2306400918	c17-G	0.0	1	
1776.55320053	3	334224.59970488265	c17-G	0.0	1	
1776.8873281966667	3	128731.37176086678	c17-G	0.0	1	
1777.2214508633333	3	45609.957266104095	c17-G	0.0	1	
1926.56732	3	4989232.600304725	c18	-2.56	1	
1926.90199	3	10812842.366243424	c18	-2.33	1	
1927.24062	3	12975108.126770267	c18	-0.03	1	
1927.57228	3	11190952.978987217	c18	-1.33	1	
1927.9074	3	7697704.2268553525	c18	-0.84	1	
1928.2431611966665	3	4462770.330694339	c18	0.0	1	
1928.58225	3	2256499.1096776687	c18	2.57	1	
1928.9114361966665	3	1018348.0194371733	c18	0.0	1	
1929.2455651966666	3	417070.8612029379	c18	0.0	1	
1929.5796891966665	3	156962.1520656218	c18	0.0	1	
1444.68391	4	9284913.602785753	c18	4.53	1	
1444.92322	4	20122595.03896046	c18	-3.34	1	
1445.17458	4	24146550.70130568	c18	-2.84	1	
1445.42565	4	20826255.231393274	c18	-2.54	1	
1445.67536	4	14325353.097746003	c18	-3.17	1	
1445.92306	4	8305172.412094346	c18	-5.18	1	
1446.17511	4	4199323.013491191	c18	-4.18	1	
1446.4317580299999	4	1895135.8125625663	c18	0.0	1	
1446.68235478	4	776164.8379095835	c18	0.0	1	
1446.93294778	4	292105.04652511206	c18	0.0	1	
1406.91501578	4	1650988.462734861	c18-G	0.0	1	
1407.17069	4	3456365.7461441136	c18-G	3.55	1	
1407.42135	4	4031449.0513213365	c18-G	3.55	1	
1407.66698378	4	3390326.8957185997	c18-G	0.0	1	
1407.91760628	4	2278727.386862982	c18-G	0.0	1	
1408.1594	4	1292926.813449351	c18-G	-6.26	1	
1408.41882878	4	640588.8905953936	c18-G	0.0	1	
1408.6694315299999	4	283559.3671305477	c18-G	0.0	1	
1408.92003028	4	113998.29689238897	c18-G	0.0	1	
1409.1706250299999	4	42145.13767713188	c18-G	0.0	1	
1530.94065	4	13324936.429251451	c19	0.93	1	
1531.19021	4	30628068.77457532	c19	0.2	1	
1531.44203	4	38743109.347014435	c19	0.97	1	
1531.69086	4	35113366.02090543	c19	-0.21	1	
1531.94218	4	25323911.40351001	c19	0.25	1	
1532.19155	4	15368642.370664101	c19	-0.56	1	
1532.44601	4	8124387.1052515665	c19	1.95	1	
1532.69418	4	3829309.110048907	c19	0.37	1	
1532.94421303	4	1636508.661883584	c19	0.0	1	
1533.1948065299998	4	642314.5049444718	c19	0.0	1	
1493.17159	4	4484697.78524417	c19-G	-3.54	1	
1493.42575	4	9977711.544685554	c19-G	-1.21	1	
1493.67833	4	12284066.736772291	c19-G	0.08	1	
1493.92688	4	10867106.585733853	c19-G	-1.31	1	
1494.17735	4	7665468.107975741	c19-G	-1.41	1	
1494.43093	4	4556745.049957856	c19-G	0.57	1	
1494.68896	4	2362212.4851166196	c19-G	5.54	1	
1494.93128828	4	1092890.6143979677	c19-G	0.0	1	
1495.18188728	4	458796.8952638001	c19-G	0.0	1	
1495.4324827799999	4	176971.46224940647	c19-G	0.0	1	
1613.1998	4	9401852.13890266	c20	-1.58	1	
1613.45211	4	22841608.6324796	c20	-0.57	1	
1613.70216	4	30356465.05598344	c20	-0.94	1	
1613.95467	4	28810282.924316425	c20	0.23	1	
1614.20555	4	21708521.071060296	c20	0.39	1	
1614.45407	4	13741133.841485584	c20	-0.91	1	
1614.70629	4	7566264.373773326	c20	0.09	1	
1614.95845	4	3710668.103561588	c20	1.06	1	
1615.20734378	4	1648575.501107887	c20	0.0	1	
1615.45793803	4	672106.1333863166	c20	0.0	1	
1615.7085295299999	4	253941.18996134299	c20	0.0	1	
1575.4400042799998	4	2512979.1561276903	c20-G	0.0	1	
1575.68294	4	5919970.609349705	c20-G	-4.91	1	
1575.93783	4	7666264.017091821	c20-G	-2.22	1	
1576.18924	4	7108614.717864015	c20-G	-1.73	1	
1576.44201	4	5243104.3101930795	c20-G	-0.37	1	
1576.69320428	4	3253175.340956606	c20-G	0.0	1	
1576.9438132799999	4	1757778.735114468	c20-G	0.0	1	
1577.19441728	4	846702.5230669349	c20-G	0.0	1	
1577.44501703	4	369764.703732373	c20-G	0.0	1	
1577.6956132799999	4	148261.96155130173	c20-G	0.0	1	
1695.46447	4	9668483.639372095	c21	-0.6	1	
1695.71702	4	24755383.156430997	c21	0.51	1	
1695.96935	4	34488861.32749745	c21	1.5	1	
1696.21842	4	34208905.44181319	c21	0.58	1	
1696.47077	4	26882112.474170838	c21	1.6	1	
1696.71954	4	17717399.09472425	c21	0.52	1	
1696.97208	4	10145060.093695339	c21	1.65	1	
1697.22022	4	5168827.521845864	c21	0.2	1	
1697.4704745299998	4	2383633.943146991	c21	0.0	1	
1697.72106953	4	1007908.0037105076	c21	0.0	1	
1697.97166153	4	394711.0727159313	c21	0.0	1	
1657.70313453	4	1952413.0160553842	c21-G	0.0	1	
1657.94824	4	4855054.709938838	c21-G	-3.36	1	
1658.2044587799999	4	6597930.954240783	c21-G	0.0	1	
1658.45704	4	6399648.635594898	c21-G	1.17	1	
1658.70591	4	4926403.8137140805	c21-G	0.12	1	
1658.95304	4	3184872.5985495034	c21-G	-1.98	1	
1659.19689	4	1790702.9780469455	c21-G	-6.06	1	
1659.45754653	4	896602.6789186983	c21-G	0.0	1	
1659.70814703	4	406636.7159483352	c21-G	0.0	1	
1659.9587437799998	4	169192.15358188807	c21-G	0.0	1	
1660.2093375299999	4	65218.27328863683	c21-G	0.0	1	
1781.73809	4	3266989.3062407677	c22	6.03	1	
1781.97778	4	8793875.739723446	c22	-0.13	1	
1782.22997	4	12825272.146523235	c22	0.74	1	
1782.48027	4	13283732.396339936	c22	0.55	1	
1782.72932	4	10880894.332114184	c22	-0.33	1	
1782.98162	4	7465215.391478695	c22	0.62	1	
1783.2311307799998	4	4445093.814120865	c22	0.0	1	
1783.4817340299999	4	2352985.5690848534	c22	0.0	1	
1783.7323330299998	4	1126575.0374445366	c22	0.0	1	
1783.9829287799998	4	494283.5742045969	c22	0.0	1	
1784.2335212799999	4	200715.01970341124	c22	0.0	1	
1743.96499303	4	1313139.703194884	c22-G	0.0	1	
1744.21422	4	3437795.4575158125	c22-G	-0.83	1	
1744.46449	4	4895723.485541167	c22-G	-1.05	1	
1744.71739	4	4962826.505515176	c22-G	0.25	1	
1744.9675725299999	4	3985175.1485397452	c22-G	0.0	1	
1745.21818878	4	2683755.976452318	c22-G	0.0	1	
1745.4687987799998	4	1570123.1099898708	c22-G	0.0	1	
1745.71940378	4	817275.3824525557	c22-G	0.0	1	
1745.97000478	4	385057.996458318	c22-G	0.0	1	
1746.22060203	4	166334.74215376686	c22-G	0.0	1	
1746.47119628	4	66543.62546172044	c22-G	0.0	1	
1486.3854815299999	5	2231367.625383555	c23	0.0	1	
1486.57775	5	6251075.40300095	c23	-5.56	1	
1486.78103	5	9467516.70687794	c23	-3.7	1	
1486.98046	5	10169733.139466286	c23	-4.43	1	
1487.1798	5	8631092.398852115	c23	-5.21	1	
1487.38405	5	6131218.068461153	c23	-2.68	1	
1487.5885245299999	5	3777830.4213884324	c23	0.0	1	
1487.7890091299998	5	2068398.032062411	c23	0.0	1	
1487.9894903299999	5	1023941.4110937779	c23	0.0	1	
1488.18996893	5	464320.8461577538	c23	0.0	1	
1488.39044493	5	194843.96373754475	c23	0.0	1	
1921.03361178	4	391113.32215519453	c23+CMCT	0.0	1	
1921.2842862799998	4	1160920.2446325503	c23+CMCT	0.0	1	
1921.52764	4	1848143.4557615547	c23+CMCT	-3.8	1	
1921.78718	4	2076295.8622371189	c23+CMCT	0.83	1	
1922.0362105299998	4	1836367.036544135	c23+CMCT	0.0	1	
1922.28683303	4	1355650.2513718428	c23+CMCT	0.0	1	
1922.53744953	4	866132.5835103756	c23+CMCT	0.0	1	
1922.7880610299999	4	490816.8457822501	c23+CMCT	0.0	1	
1923.0386680299998	4	251087.08767390225	c23+CMCT	0.0	1	
1923.28927153	4	117512.73838307898	c23+CMCT	0.0	1	
1923.53987153	4	50835.57477128203	c23+CMCT	0.0	1	
1923.7904687799999	4	20493.483976221687	c23+CMCT	0.0	1	
1456.17559973	5	841215.9216338238	c23-G	0.0	1	
1456.38022	5	2294597.817894323	c23-G	2.8	1	
1456.57761	5	3396311.439958616	c23-G	0.65	1	
1456.77585	5	3573211.6774494257	c23-G	-0.91	1	
1456.97767293	5	2974923.556484902	c23-G	0.0	1	
1457.1781683299998	5	2075565.8581730772	c23-G	0.0	1	
1457.37865853	5	1257274.186408619	c23-G	0.0	1	
1457.57914473	5	677269.6430157932	c23-G	0.0	1	
1457.77962733	5	330093.6526616008	c23-G	0.0	1	
1457.98010713	5	147452.19516035437	c23-G	0.0	1	
1458.18058433	5	60980.58915700771	c23-G	0.0	1	
1547.39087	5	9639198.733528454	c24	-1.85	1	
1547.59098	5	28093802.110901095	c24	-2.13	1	
1547.79304	5	44147403.31713029	c24	-1.13	1	
1547.99237	5	49120847.630310506	c24	-1.9	1	
1548.19348	5	43130856.973382965	c24	-1.5	1	
1548.39486	5	31669309.3384941	c24	-0.93	1	
1548.59427	5	20155472.264665533	c24	-1.63	1	
1548.79639	5	11391663.171471808	c24	-0.57	1	
1548.99415	5	5818501.122584985	c24	-2.33	1	
1549.1982383299999	5	2721281.180080315	c24	0.0	1	
1549.39871573	5	1177379.7365050158	c24	0.0	1	
1549.59919073	5	475065.6608882583	c24	0.0	1	
1517.18385693	5	2661416.9134974726	c24-G	0.0	1	
1517.37867	5	7560620.705017781	c24-G	-3.78	1	
1517.58269	5	11620019.908127313	c24-G	-1.47	1	
1517.78108	5	12671655.377004214	c24-G	-2.87	1	
1517.98263	5	10921298.429710975	c24-G	-2.18	1	
1518.19003	5	7880286.41590241	c24-G	2.37	1	
1518.3869235299999	5	4932991.403875621	c24-G	0.0	1	
1518.58067	5	2744442.43606447	c24-G	-4.44	1	
1518.78789513	5	1380691.9152142713	c24-G	0.0	1	
1518.98837633	5	636349.228753857	c24-G	0.0	1	
1519.1888547299998	5	271443.01531648217	c24-G	0.0	1	
1519.38933093	5	108056.90862177868	c24-G	0.0	1	
1616.40533	5	3034448.1523255985	c25	1.3	1	
1616.60366	5	9242507.883906158	c25	-0.06	1	
1616.80092	5	15126965.298038533	c25	-2.08	1	
1617.00613	5	17492743.55583769	c25	0.83	1	
1617.20846	5	15938947.367153922	c25	1.96	1	
1617.40763	5	12130577.395981364	c25	1.14	1	
1617.60486	5	7994546.549867541	c25	-0.88	1	
1617.81267	5	4675368.041860803	c25	3.65	1	
1618.01582	5	2469316.5689559393	c25	5.3	1	
1618.20772493	5	1193576.663631356	c25	0.0	1	
1618.4082027299999	5	533384.6447571286	c25	0.0	1	
1618.60867813	5	222228.57028771812	c25	0.0	1	
1586.1933439299999	5	1362900.5323819173	c25-G	0.0	1	
1586.39388393	5	4050731.390260399	c25-G	0.0	1	
1586.5982	5	6489456.955361344	c25-G	2.39	1	
1586.79782	5	7360052.043187772	c25-G	1.83	1	
1586.99693	5	6586636.343185255	c25-G	0.95	1	
1587.19695	5	4928764.251101567	c25-G	0.65	1	
1587.39097	5	3196589.557890822	c25-G	-3.43	1	
1587.59689653	5	1841036.6436992243	c25-G	0.0	1	
1587.7973807299998	5	958157.9610454215	c25-G	0.0	1	
1587.99786213	5	456596.6211826988	c25-G	0.0	1	
1588.19834113	5	201270.64552010698	c25-G	0.0	1	
1588.3988175299999	5	82754.61591653521	c25-G	0.0	1	
1397.67019	6	3651366.3036460658	c26	-3.46	1	
1397.84213703	6	11534592.62122185	c26	0.0	1	
1398.00459	6	19534031.034467608	c26	-3.32	1	
1398.17249	6	23339139.336604986	c26	-2.75	1	
1398.33959	6	21948709.417567965	c26	-2.73	1	
1398.50608	6	17226176.110809445	c26	-3.16	1	
1398.67402	6	11699694.623127883	c26	-2.54	1	
1398.84445	6	7047391.272404022	c26	-0.14	1	
1399.00914	6	3832091.3905085823	c26	-1.84	1	
1399.17878203	6	1906188.8593196024	c26	0.0	1	
1399.3458476966666	6	876395.9250430053	c26	0.0	1	
1399.51291153	6	375545.4491116378	c26	0.0	1	
1372.5001216966666	6	979893.8223969644	c26-G	0.0	1	
1372.6672388633333	6	3023211.730758052	c26-G	0.0	1	
1372.8311	6	5014974.031909015	c26-G	-2.36	1	
1372.99794	6	5880049.77011481	c26-G	-2.55	1	
1373.16932	6	5433882.504434715	c26-G	0.58	1	
1373.33560403	6	4195155.862539986	c26-G	0.0	1	
1373.50097	6	2805172.0478323996	c26-G	-1.25	1	
1373.66943	6	1664748.77022675	c26-G	-0.24	1	
1373.8368271966665	6	892334.5313601915	c26-G	0.0	1	
1374.0038960299999	6	437796.4551838642	c26-G	0.0	1	
1374.1709626966665	6	198599.7786963082	c26-G	0.0	1	
1374.33802753	6	84014.72805741616	c26-G	0.0	1	
547.11939	1	10866554.773098495	y02	-0.26	1	
548.12236	1	2451080.675088582	y02	0.06	0	
549.12442953	1	532010.2708506645	y02	0.0	1	
550.12685953	1	78411.05131756813	y02	0.0	1	
892.16612	1	77873864.87169929	y03	-0.95	1	
893.16997	1	27791318.83023067	y03	0.35	1	
894.17314	1	7860457.95662033	y03	1.39	1	
895.1742645300001	1	1625170.6439064573	y03	0.0	1	
896.1765175300001	1	288262.2176798264	y03	0.0	1	
1197.20705	1	21095188.847477898	y04	-1.0	1	
1198.21098	1	9914354.987601161	y04	0.01	1	
1199.21822	1	3407088.3349059024	y04	4.11	1	
1200.21566753	1	871218.1240425628	y04	0.0	1	
1201.21796253	1	188173.7380723836	y04	0.0	1	
1503.23584	1	3540712.62491927	y05	1.52	1	
1504.2363265299998	1	2052543.5357241628	y05	0.0	1	
1505.2387035299998	1	831941.4404179793	y05	0.0	1	
1506.24111653	1	252329.99840503713	y05	0.0	1	
1507.24345153	1	64150.4343421785	y05	0.0	1	
751.11293	2	26314242.243296802	y05	-0.28	1	
751.61442	2	15254309.947051978	y05	-0.14	1	
752.11457	2	6182910.310574872	y05	-1.52	1	
752.62061	2	1875292.7465928514	y05	4.9	1	
753.11808753	2	476759.9769075526	y05	0.0	1	
876.71769	2	2005022.501584131	y05+CMCT	5.33	1	
877.2144305300001	2	1496753.9689309397	y05+CMCT	0.0	1	
877.71569303	2	695289.2029529636	y05+CMCT	0.0	1	
878.2169330300001	2	241002.68096781976	y05+CMCT	0.0	1	
878.71814453	2	68518.32815597087	y05+CMCT	0.0	1	
879.21934203	2	16707.3700453005	y05+CMCT	0.0	1	
923.63706	2	60107934.216201276	y06	0.22	1	
924.13924	2	42737372.08595233	y06	1.1	1	
924.64059	2	20042818.54901609	y06	1.26	1	
925.14428	2	7048388.536675805	y06	3.95	1	
925.6418035300001	2	2055990.023900672	y06	0.0	1	
926.14297003	2	516816.383838765	y06	0.0	1	
1088.16359	2	41827049.01698974	y07	0.44	1	
1088.66439	2	35215957.01035095	y07	-0.07	1	
1089.16596	2	18688253.608070396	y07	0.25	1	
1089.66634	2	7412938.77702704	y07	-0.5	1	
1090.16806753	2	2419028.4467190187	y07	0.0	1	
1090.66923703	2	678345.6965406674	y07	0.0	1	
1252.69005	2	42999770.7855551	y08	0.54	1	
1253.19232	2	41833389.62902708	y08	1.28	1	
1253.6939	2	24823543.471988298	y08	1.56	1	
1254.19243	2	10951570.720977254	y08	-0.57	1	
1254.69433153	2	3950077.8776012375	y08	0.0	1	
1255.19805	2	1220515.4996294721	y08	2.03	1	
1255.6966670299998	2	332959.6574997465	y08	0.0	1	
834.79041	3	7315720.70170411	y08	-0.1	1	
835.12542	3	7117279.672438064	y08	0.84	1	
835.45966	3	4223327.416635492	y08	0.95	1	
835.7930058633333	3	1863233.9469712737	y08	0.0	1	
836.1271288633334	3	672042.3382400539	y08	0.0	1	
836.4612441966667	3	207651.11869827835	y08	0.0	1	
836.79535253	3	56647.74055078164	y08	0.0	1	
1425.21323	2	23231708.81594474	y09	0.1	1	
1425.71526	2	25652124.560419545	y09	0.59	1	
1426.21561	2	16898888.60532425	y09	-0.03	1	
1426.71566	2	8234026.970295798	y09	-0.84	0	
1427.21934	2	3265119.7272154135	y09	0.9	1	
1427.71922653	2	1106295.1235486371	y09	0.0	1	
1428.22039153	2	330319.7155040825	y09	0.0	1	
949.80515	3	17081808.812797416	y09	-1.21	1	
950.1402	3	18861491.88829407	y09	-0.34	1	
950.47484	3	12425413.32589317	y09	0.17	1	
950.80775	3	6054314.625770271	y09	-1.12	1	
951.1429418633334	3	2400776.9455558597	y09	0.0	1	
951.4770588633335	3	813436.5810412483	y09	0.0	1	
951.8111688633334	3	242877.45133348752	y09	0.0	1	
1349.68484	2	4868766.668036167	y09-G	-2.63	1	
1350.18974553	2	5017077.33281785	y09-G	0.0	1	
1350.68551	2	3150067.592322774	y09-G	-4.06	1	
1351.19220753	2	1470175.5622830344	y09-G	0.0	1	
1351.6934035299998	2	560908.8168156767	y09-G	0.0	1	
1352.19458653	2	183333.37618181884	y09-G	0.0	1	
1352.69575803	2	52919.39506368062	y09-G	0.0	1	
899.45621	3	3372696.764469842	y09-G	-0.32	1	
899.79308	3	3475434.671901195	y09-G	2.6	1	
900.1248998633334	3	2182117.8751976714	y09-G	0.0	1	
900.4590461966667	3	1018421.4402113936	y09-G	0.0	1	
900.7931768633333	3	388553.29914585827	y09-G	0.0	1	
901.1272988633334	3	126998.87401200054	y09-G	0.0	1	
901.4614131966667	3	36658.37463124268	y09-G	0.0	1	
1578.22294	2	8689229.308076153	y10	-1.78	1	
1578.72643	2	10547888.001478184	y10	-0.42	1	
1579.22446	2	7563472.463753562	y10	-2.45	1	
1579.73127	2	4000226.740970534	y10	1.08	1	
1580.23075753	2	1718103.3193093282	y10	0.0	1	
1580.73194403	2	629746.1127379711	y10	0.0	1	
1581.2331195299998	2	203195.6719871205	y10	0.0	1	
1051.81462	3	24216869.022330165	y10	-0.11	1	
1052.14905	3	29396948.00741313	y10	0.08	1	
1052.48426	3	21079386.389133558	y10	1.07	1	
1052.8184	3	11148625.915035764	y10	1.06	1	
1053.15324	3	4788351.368731084	y10	1.73	1	
1053.4855371966667	3	1755101.4697382364	y10	0.0	1	
1053.8196541966665	3	566306.0324398259	y10	0.0	1	
1166.83186	3	41930047.56111671	y11	1.12	1	
1167.16571	3	56404942.59502527	y11	0.8	1	
1167.49975	3	44119036.9314845	y11	0.69	1	
1167.83284	3	25325471.20998656	y11	-0.21	1	
1168.16701	3	11761458.350813989	y11	-0.18	1	
1168.49926	3	4650087.072623333	y11	-1.79	1	
1168.8354678633332	3	1615678.1899545153	y11	0.0	1	
1169.1695808633333	3	503931.9484309246	y11	0.0	1	
1116.48169	3	6356287.634130295	y11-G	0.85	1	
1116.81371	3	8081974.781346654	y11-G	-1.14	1	
1117.14997	3	6064057.000648129	y11-G	0.73	1	
1117.48331453	3	3354955.1221862095	y11-G	0.0	1	
1117.8174545299998	3	1507060.8165851936	y11-G	0.0	1	
1118.15158453	3	577686.5459211259	y11-G	0.0	1	
1118.4857068633332	3	194956.75571705052	y11-G	0.0	1	
1118.81982353	3	59147.71932459199	y11-G	0.0	1	
1281.84698	3	40636616.624742806	y12	0.48	1	
1282.18156	3	60001118.22970254	y12	0.76	1	
1282.51507	3	50844824.59286079	y12	0.25	1	
1282.85031	3	31469874.891642842	y12	1.1	1	
1283.18482	3	15705369.333410695	y12	1.39	1	
1283.51929	3	6657526.935729118	y12	1.66	1	
1283.8512818633333	3	2475780.8893445884	y12	0.0	1	
1284.1853961966667	3	825608.5663234696	y12	0.0	1	
1231.49417	3	8704311.906498754	y12-G	-1.94	1	
1231.82902	3	12210446.770892948	y12-G	-1.44	1	
1232.16382	3	9952066.157648386	y12-G	-0.93	1	
1232.4976	3	5951191.94902393	y12-G	-1.24	1	
1232.8332631966666	3	2878740.0443335753	y12-G	0.0	1	
1233.16739453	3	1185390.404955917	y12-G	0.0	1	
1233.5015181966664	3	428930.4403100405	y12-G	0.0	1	
1233.8356361966667	3	139338.05768538863	y12-G	0.0	1	
1396.85731	3	40656478.44060361	y13	-3.48	1	
1397.19115	3	65369345.0541396	y13	-3.75	1	
1397.5256	3	59661714.83823679	y13	-3.55	1	
1397.86009	3	39595944.431526326	y13	-3.3	1	
1398.19458	3	21124395.02435409	y13	-3.05	1	
1398.532974863333	3	9552516.155965568	y13	0.0	1	
1398.8670961966668	3	3783495.380044152	y13	0.0	1	
1399.2012118633334	3	1341891.296154665	y13	0.0	1	
1399.5353228633335	3	433117.651784791	y13	0.0	1	
1346.51219	3	10395873.172171835	y13-G	-0.13	1	
1346.84743	3	15948512.474490851	y13-G	0.62	1	
1347.18199	3	14033542.476960864	y13-G	0.9	1	
1347.5152	3	9017277.021050029	y13-G	0.2	1	
1347.84903	3	4671256.795315561	y13-G	-0.03	1	
1348.1832051966667	3	2055323.1885263037	y13-G	0.0	1	
1348.5173301966665	3	793347.9881429222	y13-G	0.0	1	
1348.8514491966666	3	274574.1682578011	y13-G	0.0	1	
1498.54452	3	13758082.445675008	y14	1.28	1	
1498.87886	3	23676975.134546924	y14	1.36	1	
1499.21253	3	22969415.335320894	y14	1.02	1	
1499.54846	3	16154555.914743891	y14	2.21	1	
1499.87998	3	9114243.056828205	y14	0.46	1	
1500.2134251966668	3	4352235.610173651	y14	0.0	1	
1500.5475505299999	3	1818391.541764217	y14	0.0	1	
1500.8816698633334	3	679795.9698338269	y14	0.0	1	
1501.2157845299998	3	231024.77434046732	y14	0.0	1	
1448.1927981966664	3	3147716.155058162	y14-G	0.0	1	
1448.52996	3	5184990.287322253	y14-G	2.02	1	
1448.8668	3	4858944.786730727	y14-G	3.86	1	
1449.1953711966667	3	3314158.9354991023	y14-G	0.0	1	
1449.52367	3	1818329.1609424	y14-G	-4.03	1	
1449.8636541966666	3	846004.346338485	y14-G	0.0	1	
1450.1977831966667	3	344899.00778585236	y14-G	0.0	1	
1450.5319055300001	3	125965.85684484719	y14-G	0.0	1	
1450.8660231966667	3	41863.84826326248	y14-G	0.0	1	
1600.54454	3	6783263.973623237	y15	-4.06	1	
